,Serial Number,Timestamp,deltaT,day,month,hour,date,year
2011,2012,2023-12-03 01:22:35-07:00,0 days 09:34:23,3,12,1,2023-12-03,2023
2010,2011,2023-12-03 08:35:23-07:00,0 days 07:12:48,3,12,8,2023-12-03,2023
2009,2010,2023-12-03 08:35:31-07:00,0 days 00:00:08,3,12,8,2023-12-03,2023
2008,2009,2023-12-04 04:18:00-07:00,0 days 19:42:29,4,12,4,2023-12-04,2023
2007,2008,2023-12-04 04:18:11-07:00,0 days 00:00:11,4,12,4,2023-12-04,2023
2006,2007,2023-12-04 04:24:26-07:00,0 days 00:06:15,4,12,4,2023-12-04,2023
2005,2006,2023-12-04 04:28:58-07:00,0 days 00:04:32,4,12,4,2023-12-04,2023
2004,2005,2023-12-04 04:36:42-07:00,0 days 00:07:44,4,12,4,2023-12-04,2023
2003,2004,2023-12-04 04:41:49-07:00,0 days 00:05:07,4,12,4,2023-12-04,2023
2002,2003,2023-12-04 04:46:25-07:00,0 days 00:04:36,4,12,4,2023-12-04,2023
2001,2002,2023-12-04 04:53:04-07:00,0 days 00:06:39,4,12,4,2023-12-04,2023
2000,2001,2023-12-04 09:12:39-07:00,0 days 04:19:35,4,12,9,2023-12-04,2023
1999,2000,2023-12-04 09:19:57-07:00,0 days 00:07:18,4,12,9,2023-12-04,2023
1998,1999,2023-12-04 09:27:45-07:00,0 days 00:07:48,4,12,9,2023-12-04,2023
1997,1998,2023-12-04 09:49:08-07:00,0 days 00:21:23,4,12,9,2023-12-04,2023
1996,1997,2023-12-05 03:54:12-07:00,0 days 18:05:04,5,12,3,2023-12-05,2023
1995,1996,2023-12-05 03:57:36-07:00,0 days 00:03:24,5,12,3,2023-12-05,2023
1994,1995,2023-12-05 04:02:43-07:00,0 days 00:05:07,5,12,4,2023-12-05,2023
1993,1994,2023-12-05 04:16:07-07:00,0 days 00:13:24,5,12,4,2023-12-05,2023
1992,1993,2023-12-05 04:17:07-07:00,0 days 00:01:00,5,12,4,2023-12-05,2023
1991,1992,2023-12-05 13:05:18-07:00,0 days 08:48:11,5,12,13,2023-12-05,2023
1990,1991,2023-12-05 13:05:36-07:00,0 days 00:00:18,5,12,13,2023-12-05,2023
1989,1990,2023-12-05 13:05:44-07:00,0 days 00:00:08,5,12,13,2023-12-05,2023
1988,1989,2023-12-06 03:15:32-07:00,0 days 14:09:48,6,12,3,2023-12-06,2023
1987,1988,2023-12-06 03:29:02-07:00,0 days 00:13:30,6,12,3,2023-12-06,2023
1986,1987,2023-12-06 03:31:37-07:00,0 days 00:02:35,6,12,3,2023-12-06,2023
1985,1986,2023-12-06 03:38:53-07:00,0 days 00:07:16,6,12,3,2023-12-06,2023
1984,1985,2023-12-06 03:39:00-07:00,0 days 00:00:07,6,12,3,2023-12-06,2023
1983,1984,2023-12-06 03:39:10-07:00,0 days 00:00:10,6,12,3,2023-12-06,2023
1982,1983,2023-12-06 03:43:16-07:00,0 days 00:04:06,6,12,3,2023-12-06,2023
1981,1982,2023-12-06 03:43:31-07:00,0 days 00:00:15,6,12,3,2023-12-06,2023
1980,1981,2023-12-06 03:50:30-07:00,0 days 00:06:59,6,12,3,2023-12-06,2023
1979,1980,2023-12-06 05:14:06-07:00,0 days 01:23:36,6,12,5,2023-12-06,2023
1978,1979,2023-12-06 05:14:16-07:00,0 days 00:00:10,6,12,5,2023-12-06,2023
1977,1978,2023-12-06 05:14:37-07:00,0 days 00:00:21,6,12,5,2023-12-06,2023
1976,1977,2023-12-06 05:19:57-07:00,0 days 00:05:20,6,12,5,2023-12-06,2023
1975,1976,2023-12-06 05:24:55-07:00,0 days 00:04:58,6,12,5,2023-12-06,2023
1974,1975,2023-12-06 05:25:35-07:00,0 days 00:00:40,6,12,5,2023-12-06,2023
1973,1974,2023-12-06 05:25:58-07:00,0 days 00:00:23,6,12,5,2023-12-06,2023
1972,1973,2023-12-06 05:30:20-07:00,0 days 00:04:22,6,12,5,2023-12-06,2023
1971,1972,2023-12-06 05:43:18-07:00,0 days 00:12:58,6,12,5,2023-12-06,2023
1970,1971,2023-12-06 05:44:24-07:00,0 days 00:01:06,6,12,5,2023-12-06,2023
1969,1970,2023-12-06 05:44:56-07:00,0 days 00:00:32,6,12,5,2023-12-06,2023
1968,1969,2023-12-06 06:31:32-07:00,0 days 00:46:36,6,12,6,2023-12-06,2023
1967,1968,2023-12-06 09:35:57-07:00,0 days 03:04:25,6,12,9,2023-12-06,2023
1966,1967,2023-12-06 09:42:16-07:00,0 days 00:06:19,6,12,9,2023-12-06,2023
1965,1966,2023-12-06 11:26:41-07:00,0 days 01:44:25,6,12,11,2023-12-06,2023
1964,1965,2023-12-06 11:27:17-07:00,0 days 00:00:36,6,12,11,2023-12-06,2023
1963,1964,2023-12-06 11:28:13-07:00,0 days 00:00:56,6,12,11,2023-12-06,2023
1962,1963,2023-12-06 11:28:20-07:00,0 days 00:00:07,6,12,11,2023-12-06,2023
1961,1962,2023-12-06 11:31:11-07:00,0 days 00:02:51,6,12,11,2023-12-06,2023
1960,1961,2023-12-06 11:32:04-07:00,0 days 00:00:53,6,12,11,2023-12-06,2023
1959,1960,2023-12-07 06:56:26-07:00,0 days 19:24:22,7,12,6,2023-12-07,2023
1958,1959,2023-12-07 07:01:45-07:00,0 days 00:05:19,7,12,7,2023-12-07,2023
1957,1958,2023-12-07 07:02:06-07:00,0 days 00:00:21,7,12,7,2023-12-07,2023
1956,1957,2023-12-08 07:27:03-07:00,1 days 00:24:57,8,12,7,2023-12-08,2023
1955,1956,2023-12-08 07:27:29-07:00,0 days 00:00:26,8,12,7,2023-12-08,2023
1954,1955,2023-12-08 07:31:46-07:00,0 days 00:04:17,8,12,7,2023-12-08,2023
1953,1954,2023-12-09 12:35:35-07:00,1 days 05:03:49,9,12,12,2023-12-09,2023
1952,1953,2023-12-09 12:35:48-07:00,0 days 00:00:13,9,12,12,2023-12-09,2023
1951,1952,2023-12-09 16:18:22-07:00,0 days 03:42:34,9,12,16,2023-12-09,2023
1950,1951,2023-12-09 16:19:36-07:00,0 days 00:01:14,9,12,16,2023-12-09,2023
1949,1950,2023-12-09 16:22:50-07:00,0 days 00:03:14,9,12,16,2023-12-09,2023
1948,1949,2023-12-09 16:23:11-07:00,0 days 00:00:21,9,12,16,2023-12-09,2023
1947,1948,2023-12-09 16:30:02-07:00,0 days 00:06:51,9,12,16,2023-12-09,2023
1946,1947,2023-12-09 16:32:25-07:00,0 days 00:02:23,9,12,16,2023-12-09,2023
1945,1946,2023-12-09 16:37:55-07:00,0 days 00:05:30,9,12,16,2023-12-09,2023
1944,1945,2023-12-09 16:38:21-07:00,0 days 00:00:26,9,12,16,2023-12-09,2023
1943,1944,2023-12-09 16:47:10-07:00,0 days 00:08:49,9,12,16,2023-12-09,2023
1942,1943,2023-12-09 16:48:36-07:00,0 days 00:01:26,9,12,16,2023-12-09,2023
1941,1942,2023-12-09 23:25:05-07:00,0 days 06:36:29,9,12,23,2023-12-09,2023
1940,1941,2023-12-10 00:25:56-07:00,0 days 01:00:51,10,12,0,2023-12-10,2023
1939,1940,2023-12-10 00:26:03-07:00,0 days 00:00:07,10,12,0,2023-12-10,2023
1938,1939,2023-12-10 07:03:57-07:00,0 days 06:37:54,10,12,7,2023-12-10,2023
1937,1938,2023-12-10 09:16:27-07:00,0 days 02:12:30,10,12,9,2023-12-10,2023
1936,1937,2023-12-11 01:01:51-07:00,0 days 15:45:24,11,12,1,2023-12-11,2023
1935,1936,2023-12-11 01:01:56-07:00,0 days 00:00:05,11,12,1,2023-12-11,2023
1934,1935,2023-12-11 01:03:38-07:00,0 days 00:01:42,11,12,1,2023-12-11,2023
1933,1934,2023-12-11 01:06:34-07:00,0 days 00:02:56,11,12,1,2023-12-11,2023
1932,1933,2023-12-11 03:08:53-07:00,0 days 02:02:19,11,12,3,2023-12-11,2023
1931,1932,2023-12-11 03:41:22-07:00,0 days 00:32:29,11,12,3,2023-12-11,2023
1930,1931,2023-12-11 03:41:27-07:00,0 days 00:00:05,11,12,3,2023-12-11,2023
1929,1930,2023-12-11 03:41:34-07:00,0 days 00:00:07,11,12,3,2023-12-11,2023
1928,1929,2023-12-14 11:54:54-07:00,3 days 08:13:20,14,12,11,2023-12-14,2023
1927,1928,2023-12-14 11:55:23-07:00,0 days 00:00:29,14,12,11,2023-12-14,2023
1926,1927,2023-12-14 11:55:30-07:00,0 days 00:00:07,14,12,11,2023-12-14,2023
1925,1926,2023-12-14 11:56:39-07:00,0 days 00:01:09,14,12,11,2023-12-14,2023
1924,1925,2023-12-16 01:32:22-07:00,1 days 13:35:43,16,12,1,2023-12-16,2023
1923,1924,2023-12-16 01:33:39-07:00,0 days 00:01:17,16,12,1,2023-12-16,2023
1922,1923,2023-12-16 18:53:16-07:00,0 days 17:19:37,16,12,18,2023-12-16,2023
1921,1922,2023-12-16 18:53:19-07:00,0 days 00:00:03,16,12,18,2023-12-16,2023
1920,1921,2023-12-16 18:53:26-07:00,0 days 00:00:07,16,12,18,2023-12-16,2023
1919,1920,2023-12-16 22:14:45-07:00,0 days 03:21:19,16,12,22,2023-12-16,2023
1918,1919,2023-12-16 22:14:51-07:00,0 days 00:00:06,16,12,22,2023-12-16,2023
1917,1918,2023-12-17 06:22:06-07:00,0 days 08:07:15,17,12,6,2023-12-17,2023
1916,1917,2023-12-17 06:22:41-07:00,0 days 00:00:35,17,12,6,2023-12-17,2023
1915,1916,2023-12-17 06:24:21-07:00,0 days 00:01:40,17,12,6,2023-12-17,2023
1914,1915,2023-12-17 06:24:28-07:00,0 days 00:00:07,17,12,6,2023-12-17,2023
1913,1914,2023-12-18 13:05:56-07:00,1 days 06:41:28,18,12,13,2023-12-18,2023
1912,1913,2023-12-18 13:11:28-07:00,0 days 00:05:32,18,12,13,2023-12-18,2023
1911,1912,2023-12-18 13:11:35-07:00,0 days 00:00:07,18,12,13,2023-12-18,2023
1910,1911,2023-12-18 13:18:30-07:00,0 days 00:06:55,18,12,13,2023-12-18,2023
1909,1910,2023-12-19 07:20:56-07:00,0 days 18:02:26,19,12,7,2023-12-19,2023
1908,1909,2023-12-19 07:21:11-07:00,0 days 00:00:15,19,12,7,2023-12-19,2023
1907,1908,2023-12-19 07:21:17-07:00,0 days 00:00:06,19,12,7,2023-12-19,2023
1906,1907,2023-12-23 13:50:05-07:00,4 days 06:28:48,23,12,13,2023-12-23,2023
1905,1906,2023-12-23 13:50:12-07:00,0 days 00:00:07,23,12,13,2023-12-23,2023
1904,1905,2023-12-27 03:06:50-07:00,3 days 13:16:38,27,12,3,2023-12-27,2023
1903,1904,2023-12-27 10:24:39-07:00,0 days 07:17:49,27,12,10,2023-12-27,2023
1902,1903,2023-12-27 10:24:47-07:00,0 days 00:00:08,27,12,10,2023-12-27,2023
1901,1902,2023-12-28 01:48:35-07:00,0 days 15:23:48,28,12,1,2023-12-28,2023
1900,1901,2023-12-28 01:48:56-07:00,0 days 00:00:21,28,12,1,2023-12-28,2023
1899,1900,2023-12-28 01:56:53-07:00,0 days 00:07:57,28,12,1,2023-12-28,2023
1898,1899,2023-12-28 01:57:22-07:00,0 days 00:00:29,28,12,1,2023-12-28,2023
1897,1898,2024-01-01 03:55:26-07:00,4 days 01:58:04,1,1,3,2024-01-01,2024
1896,1897,2024-01-01 03:55:32-07:00,0 days 00:00:06,1,1,3,2024-01-01,2024
1895,1896,2024-01-02 20:15:22-07:00,1 days 16:19:50,2,1,20,2024-01-02,2024
1894,1895,2024-01-02 20:15:44-07:00,0 days 00:00:22,2,1,20,2024-01-02,2024
1893,1894,2024-01-02 20:17:30-07:00,0 days 00:01:46,2,1,20,2024-01-02,2024
1892,1893,2024-01-02 20:23:05-07:00,0 days 00:05:35,2,1,20,2024-01-02,2024
1891,1892,2024-01-04 21:44:01-07:00,2 days 01:20:56,4,1,21,2024-01-04,2024
1890,1891,2024-01-04 21:44:08-07:00,0 days 00:00:07,4,1,21,2024-01-04,2024
1889,1890,2024-01-04 21:49:21-07:00,0 days 00:05:13,4,1,21,2024-01-04,2024
1888,1889,2024-01-04 21:49:44-07:00,0 days 00:00:23,4,1,21,2024-01-04,2024
1887,1888,2024-01-04 22:11:47-07:00,0 days 00:22:03,4,1,22,2024-01-04,2024
1886,1887,2024-01-04 22:21:04-07:00,0 days 00:09:17,4,1,22,2024-01-04,2024
1885,1886,2024-01-04 22:21:27-07:00,0 days 00:00:23,4,1,22,2024-01-04,2024
1884,1885,2024-01-04 22:25:22-07:00,0 days 00:03:55,4,1,22,2024-01-04,2024
1883,1884,2024-01-04 23:22:47-07:00,0 days 00:57:25,4,1,23,2024-01-04,2024
1882,1883,2024-01-04 23:39:01-07:00,0 days 00:16:14,4,1,23,2024-01-04,2024
1881,1882,2024-01-04 23:39:09-07:00,0 days 00:00:08,4,1,23,2024-01-04,2024
1880,1881,2024-01-05 02:41:49-07:00,0 days 03:02:40,5,1,2,2024-01-05,2024
1879,1880,2024-01-05 02:42:09-07:00,0 days 00:00:20,5,1,2,2024-01-05,2024
1878,1879,2024-01-07 06:48:32-07:00,2 days 04:06:23,7,1,6,2024-01-07,2024
1877,1878,2024-01-07 06:58:31-07:00,0 days 00:09:59,7,1,6,2024-01-07,2024
1876,1877,2024-01-07 06:58:43-07:00,0 days 00:00:12,7,1,6,2024-01-07,2024
1875,1876,2024-01-07 06:59:14-07:00,0 days 00:00:31,7,1,6,2024-01-07,2024
1874,1875,2024-01-07 06:59:38-07:00,0 days 00:00:24,7,1,6,2024-01-07,2024
1873,1874,2024-01-07 10:30:25-07:00,0 days 03:30:47,7,1,10,2024-01-07,2024
1872,1873,2024-01-07 10:30:31-07:00,0 days 00:00:06,7,1,10,2024-01-07,2024
1871,1872,2024-01-09 11:16:28-07:00,2 days 00:45:57,9,1,11,2024-01-09,2024
1870,1871,2024-01-09 11:16:39-07:00,0 days 00:00:11,9,1,11,2024-01-09,2024
1869,1870,2024-01-09 11:45:59-07:00,0 days 00:29:20,9,1,11,2024-01-09,2024
1868,1869,2024-01-09 11:51:08-07:00,0 days 00:05:09,9,1,11,2024-01-09,2024
1867,1868,2024-01-11 20:04:34-07:00,2 days 08:13:26,11,1,20,2024-01-11,2024
1866,1867,2024-01-11 20:14:29-07:00,0 days 00:09:55,11,1,20,2024-01-11,2024
1865,1866,2024-01-11 20:40:06-07:00,0 days 00:25:37,11,1,20,2024-01-11,2024
1864,1865,2024-01-13 04:07:35-07:00,1 days 07:27:29,13,1,4,2024-01-13,2024
1863,1864,2024-01-13 08:31:12-07:00,0 days 04:23:37,13,1,8,2024-01-13,2024
1862,1863,2024-01-13 08:31:19-07:00,0 days 00:00:07,13,1,8,2024-01-13,2024
1861,1862,2024-01-16 04:59:12-07:00,2 days 20:27:53,16,1,4,2024-01-16,2024
1860,1861,2024-01-16 05:01:38-07:00,0 days 00:02:26,16,1,5,2024-01-16,2024
1859,1860,2024-01-16 05:28:10-07:00,0 days 00:26:32,16,1,5,2024-01-16,2024
1858,1859,2024-01-16 06:35:41-07:00,0 days 01:07:31,16,1,6,2024-01-16,2024
1857,1858,2024-01-16 19:08:40-07:00,0 days 12:32:59,16,1,19,2024-01-16,2024
1856,1857,2024-01-16 19:10:42-07:00,0 days 00:02:02,16,1,19,2024-01-16,2024
1855,1856,2024-01-16 19:16:04-07:00,0 days 00:05:22,16,1,19,2024-01-16,2024
1854,1855,2024-01-16 19:16:18-07:00,0 days 00:00:14,16,1,19,2024-01-16,2024
1853,1854,2024-01-16 19:19:45-07:00,0 days 00:03:27,16,1,19,2024-01-16,2024
1852,1853,2024-01-16 19:20:07-07:00,0 days 00:00:22,16,1,19,2024-01-16,2024
1851,1852,2024-01-16 19:25:52-07:00,0 days 00:05:45,16,1,19,2024-01-16,2024
1850,1851,2024-01-16 19:30:10-07:00,0 days 00:04:18,16,1,19,2024-01-16,2024
1849,1850,2024-01-16 19:34:44-07:00,0 days 00:04:34,16,1,19,2024-01-16,2024
1848,1849,2024-01-16 19:39:00-07:00,0 days 00:04:16,16,1,19,2024-01-16,2024
1847,1848,2024-01-16 19:39:11-07:00,0 days 00:00:11,16,1,19,2024-01-16,2024
1846,1847,2024-01-22 01:21:55-07:00,5 days 05:42:44,22,1,1,2024-01-22,2024
1845,1846,2024-01-22 01:22:16-07:00,0 days 00:00:21,22,1,1,2024-01-22,2024
1844,1845,2024-01-22 02:13:07-07:00,0 days 00:50:51,22,1,2,2024-01-22,2024
1843,1844,2024-01-22 05:59:26-07:00,0 days 03:46:19,22,1,5,2024-01-22,2024
1842,1843,2024-01-22 05:59:34-07:00,0 days 00:00:08,22,1,5,2024-01-22,2024
1841,1842,2024-01-22 06:07:24-07:00,0 days 00:07:50,22,1,6,2024-01-22,2024
1840,1841,2024-01-22 06:07:47-07:00,0 days 00:00:23,22,1,6,2024-01-22,2024
1839,1840,2024-01-22 06:09:12-07:00,0 days 00:01:25,22,1,6,2024-01-22,2024
1838,1839,2024-01-22 06:09:19-07:00,0 days 00:00:07,22,1,6,2024-01-22,2024
1837,1838,2024-01-22 06:13:05-07:00,0 days 00:03:46,22,1,6,2024-01-22,2024
1836,1837,2024-01-22 06:14:44-07:00,0 days 00:01:39,22,1,6,2024-01-22,2024
1835,1836,2024-01-22 06:15:00-07:00,0 days 00:00:16,22,1,6,2024-01-22,2024
1834,1835,2024-01-22 06:26:55-07:00,0 days 00:11:55,22,1,6,2024-01-22,2024
1833,1834,2024-01-22 06:27:26-07:00,0 days 00:00:31,22,1,6,2024-01-22,2024
1832,1833,2024-01-22 06:34:35-07:00,0 days 00:07:09,22,1,6,2024-01-22,2024
1831,1832,2024-01-22 06:35:06-07:00,0 days 00:00:31,22,1,6,2024-01-22,2024
1830,1831,2024-01-22 06:38:49-07:00,0 days 00:03:43,22,1,6,2024-01-22,2024
1829,1830,2024-01-22 06:39:06-07:00,0 days 00:00:17,22,1,6,2024-01-22,2024
1828,1829,2024-01-24 23:20:50-07:00,2 days 16:41:44,24,1,23,2024-01-24,2024
1827,1828,2024-01-24 23:21:02-07:00,0 days 00:00:12,24,1,23,2024-01-24,2024
1826,1827,2024-01-24 23:21:30-07:00,0 days 00:00:28,24,1,23,2024-01-24,2024
1825,1826,2024-01-26 09:32:18-07:00,1 days 10:10:48,26,1,9,2024-01-26,2024
1824,1825,2024-01-29 13:02:06-07:00,3 days 03:29:48,29,1,13,2024-01-29,2024
1823,1824,2024-01-29 13:02:13-07:00,0 days 00:00:07,29,1,13,2024-01-29,2024
1822,1823,2024-01-31 01:36:37-07:00,1 days 12:34:24,31,1,1,2024-01-31,2024
1821,1822,2024-02-03 14:55:53-07:00,3 days 13:19:16,3,2,14,2024-02-03,2024
1820,1821,2024-02-03 15:00:48-07:00,0 days 00:04:55,3,2,15,2024-02-03,2024
1819,1820,2024-02-03 15:06:10-07:00,0 days 00:05:22,3,2,15,2024-02-03,2024
1818,1819,2024-02-03 15:06:16-07:00,0 days 00:00:06,3,2,15,2024-02-03,2024
1817,1818,2024-02-03 15:12:25-07:00,0 days 00:06:09,3,2,15,2024-02-03,2024
1816,1817,2024-02-03 15:21:24-07:00,0 days 00:08:59,3,2,15,2024-02-03,2024
1815,1816,2024-02-03 15:21:45-07:00,0 days 00:00:21,3,2,15,2024-02-03,2024
1814,1815,2024-02-04 10:21:21-07:00,0 days 18:59:36,4,2,10,2024-02-04,2024
1813,1814,2024-02-04 12:34:47-07:00,0 days 02:13:26,4,2,12,2024-02-04,2024
1812,1813,2024-02-04 12:34:54-07:00,0 days 00:00:07,4,2,12,2024-02-04,2024
1811,1812,2024-02-04 12:40:42-07:00,0 days 00:05:48,4,2,12,2024-02-04,2024
1810,1811,2024-02-04 12:57:42-07:00,0 days 00:17:00,4,2,12,2024-02-04,2024
1809,1810,2024-02-04 13:03:27-07:00,0 days 00:05:45,4,2,13,2024-02-04,2024
1808,1809,2024-02-04 13:03:34-07:00,0 days 00:00:07,4,2,13,2024-02-04,2024
1807,1808,2024-02-05 10:54:11-07:00,0 days 21:50:37,5,2,10,2024-02-05,2024
1806,1807,2024-02-05 10:54:38-07:00,0 days 00:00:27,5,2,10,2024-02-05,2024
1805,1806,2024-02-05 10:58:23-07:00,0 days 00:03:45,5,2,10,2024-02-05,2024
1804,1805,2024-02-05 10:58:29-07:00,0 days 00:00:06,5,2,10,2024-02-05,2024
1803,1804,2024-02-05 11:04:18-07:00,0 days 00:05:49,5,2,11,2024-02-05,2024
1802,1803,2024-02-05 11:04:23-07:00,0 days 00:00:05,5,2,11,2024-02-05,2024
1801,1802,2024-02-10 03:43:39-07:00,4 days 16:39:16,10,2,3,2024-02-10,2024
1800,1801,2024-02-10 03:43:45-07:00,0 days 00:00:06,10,2,3,2024-02-10,2024
1799,1800,2024-02-10 06:37:20-07:00,0 days 02:53:35,10,2,6,2024-02-10,2024
1798,1799,2024-02-10 06:37:27-07:00,0 days 00:00:07,10,2,6,2024-02-10,2024
1797,1798,2024-02-10 06:37:30-07:00,0 days 00:00:03,10,2,6,2024-02-10,2024
1796,1797,2024-02-10 16:47:24-07:00,0 days 10:09:54,10,2,16,2024-02-10,2024
1795,1796,2024-02-10 16:49:24-07:00,0 days 00:02:00,10,2,16,2024-02-10,2024
1794,1795,2024-02-10 16:49:43-07:00,0 days 00:00:19,10,2,16,2024-02-10,2024
1793,1794,2024-02-10 16:56:53-07:00,0 days 00:07:10,10,2,16,2024-02-10,2024
1792,1793,2024-02-10 16:57:27-07:00,0 days 00:00:34,10,2,16,2024-02-10,2024
1791,1792,2024-02-10 16:57:33-07:00,0 days 00:00:06,10,2,16,2024-02-10,2024
1790,1791,2024-02-10 17:04:53-07:00,0 days 00:07:20,10,2,17,2024-02-10,2024
1789,1790,2024-02-10 17:12:47-07:00,0 days 00:07:54,10,2,17,2024-02-10,2024
1788,1789,2024-02-11 13:46:06-07:00,0 days 20:33:19,11,2,13,2024-02-11,2024
1787,1788,2024-02-12 06:33:30-07:00,0 days 16:47:24,12,2,6,2024-02-12,2024
1786,1787,2024-02-12 06:36:09-07:00,0 days 00:02:39,12,2,6,2024-02-12,2024
1785,1786,2024-02-12 06:39:44-07:00,0 days 00:03:35,12,2,6,2024-02-12,2024
1784,1785,2024-02-12 06:46:06-07:00,0 days 00:06:22,12,2,6,2024-02-12,2024
1783,1784,2024-02-12 07:16:03-07:00,0 days 00:29:57,12,2,7,2024-02-12,2024
1782,1783,2024-02-13 20:11:02-07:00,1 days 12:54:59,13,2,20,2024-02-13,2024
1781,1782,2024-02-13 22:04:39-07:00,0 days 01:53:37,13,2,22,2024-02-13,2024
1780,1781,2024-02-13 22:04:46-07:00,0 days 00:00:07,13,2,22,2024-02-13,2024
1779,1780,2024-02-14 01:49:13-07:00,0 days 03:44:27,14,2,1,2024-02-14,2024
1778,1779,2024-02-14 01:49:36-07:00,0 days 00:00:23,14,2,1,2024-02-14,2024
1777,1778,2024-02-14 01:49:42-07:00,0 days 00:00:06,14,2,1,2024-02-14,2024
1776,1777,2024-02-16 01:58:25-07:00,2 days 00:08:43,16,2,1,2024-02-16,2024
1775,1776,2024-02-16 02:07:32-07:00,0 days 00:09:07,16,2,2,2024-02-16,2024
1774,1775,2024-02-22 00:47:10-07:00,5 days 22:39:38,22,2,0,2024-02-22,2024
1773,1774,2024-02-22 01:02:43-07:00,0 days 00:15:33,22,2,1,2024-02-22,2024
1772,1773,2024-02-22 05:29:45-07:00,0 days 04:27:02,22,2,5,2024-02-22,2024
1771,1772,2024-02-22 05:29:55-07:00,0 days 00:00:10,22,2,5,2024-02-22,2024
1770,1771,2024-02-22 05:29:58-07:00,0 days 00:00:03,22,2,5,2024-02-22,2024
1769,1770,2024-02-22 10:57:45-07:00,0 days 05:27:47,22,2,10,2024-02-22,2024
1768,1769,2024-02-22 10:57:51-07:00,0 days 00:00:06,22,2,10,2024-02-22,2024
1767,1768,2024-02-22 11:08:43-07:00,0 days 00:10:52,22,2,11,2024-02-22,2024
1766,1767,2024-02-23 05:05:23-07:00,0 days 17:56:40,23,2,5,2024-02-23,2024
1765,1766,2024-02-23 05:05:29-07:00,0 days 00:00:06,23,2,5,2024-02-23,2024
1764,1765,2024-02-23 05:12:22-07:00,0 days 00:06:53,23,2,5,2024-02-23,2024
1763,1764,2024-02-23 05:20:27-07:00,0 days 00:08:05,23,2,5,2024-02-23,2024
1762,1763,2024-02-23 05:20:43-07:00,0 days 00:00:16,23,2,5,2024-02-23,2024
1761,1762,2024-02-23 23:24:20-07:00,0 days 18:03:37,23,2,23,2024-02-23,2024
1760,1761,2024-02-23 23:24:28-07:00,0 days 00:00:08,23,2,23,2024-02-23,2024
1759,1760,2024-02-23 23:26:19-07:00,0 days 00:01:51,23,2,23,2024-02-23,2024
1758,1759,2024-02-24 05:42:18-07:00,0 days 06:15:59,24,2,5,2024-02-24,2024
1757,1758,2024-02-29 22:57:36-07:00,5 days 17:15:18,29,2,22,2024-02-29,2024
1756,1757,2024-03-01 06:36:54-07:00,0 days 07:39:18,1,3,6,2024-03-01,2024
1755,1756,2024-03-01 06:36:58-07:00,0 days 00:00:04,1,3,6,2024-03-01,2024
1754,1755,2024-03-01 06:37:06-07:00,0 days 00:00:08,1,3,6,2024-03-01,2024
1753,1754,2024-03-01 10:49:45-07:00,0 days 04:12:39,1,3,10,2024-03-01,2024
1752,1753,2024-03-02 13:12:59-07:00,1 days 02:23:14,2,3,13,2024-03-02,2024
1751,1752,2024-03-02 13:13:06-07:00,0 days 00:00:07,2,3,13,2024-03-02,2024
1750,1751,2024-03-02 13:17:25-07:00,0 days 00:04:19,2,3,13,2024-03-02,2024
1749,1750,2024-03-03 11:38:24-07:00,0 days 22:20:59,3,3,11,2024-03-03,2024
1748,1749,2024-03-03 11:38:40-07:00,0 days 00:00:16,3,3,11,2024-03-03,2024
1747,1748,2024-03-05 09:56:41-07:00,1 days 22:18:01,5,3,9,2024-03-05,2024
1746,1747,2024-03-05 10:11:58-07:00,0 days 00:15:17,5,3,10,2024-03-05,2024
1745,1746,2024-03-05 10:12:09-07:00,0 days 00:00:11,5,3,10,2024-03-05,2024
1744,1745,2024-03-05 10:19:30-07:00,0 days 00:07:21,5,3,10,2024-03-05,2024
1743,1744,2024-03-07 04:55:48-07:00,1 days 18:36:18,7,3,4,2024-03-07,2024
1742,1743,2024-03-07 13:02:26-07:00,0 days 08:06:38,7,3,13,2024-03-07,2024
1741,1742,2024-03-09 00:52:32-07:00,1 days 11:50:06,9,3,0,2024-03-09,2024
1740,1741,2024-03-09 00:52:38-07:00,0 days 00:00:06,9,3,0,2024-03-09,2024
1739,1740,2024-03-09 00:52:54-07:00,0 days 00:00:16,9,3,0,2024-03-09,2024
1738,1739,2024-03-09 01:00:45-07:00,0 days 00:07:51,9,3,1,2024-03-09,2024
1737,1738,2024-03-09 01:11:45-07:00,0 days 00:11:00,9,3,1,2024-03-09,2024
1736,1737,2024-03-09 02:33:31-07:00,0 days 01:21:46,9,3,2,2024-03-09,2024
1735,1736,2024-03-09 05:14:07-07:00,0 days 02:40:36,9,3,5,2024-03-09,2024
1734,1735,2024-03-09 07:36:12-07:00,0 days 02:22:05,9,3,7,2024-03-09,2024
1733,1734,2024-03-09 07:53:17-07:00,0 days 00:17:05,9,3,7,2024-03-09,2024
1732,1733,2024-03-09 07:59:55-07:00,0 days 00:06:38,9,3,7,2024-03-09,2024
1731,1732,2024-03-09 08:00:00-07:00,0 days 00:00:05,9,3,8,2024-03-09,2024
1730,1731,2024-03-09 08:02:58-07:00,0 days 00:02:58,9,3,8,2024-03-09,2024
1729,1730,2024-03-09 08:07:31-07:00,0 days 00:04:33,9,3,8,2024-03-09,2024
1728,1729,2024-03-09 08:22:32-07:00,0 days 00:15:01,9,3,8,2024-03-09,2024
1727,1728,2024-03-09 08:30:48-07:00,0 days 00:08:16,9,3,8,2024-03-09,2024
